code,coord_source_code,lat_deg,lon_deg,height_m,X,Y,Z,has_coordinates
JNAV00VNM,JNAV,21.005,105.844,34.87,-1626346.47,5730605.79,2271881.48,True
JOG200IDN,JOG2,-7.764,110.372,174.4,-2200208.0871,5924895.6273,-855929.2334,True
JOZ200POL,JOZ2,52.098,21.032,152.3,3664881.0,1409190.0,5009618.0,True
JOZE00POL,JOZE,52.097,21.032,141.4,3664940.5,1409153.59,5009571.17,True
JPLM00USA,JPLM,34.205,-118.173,423.984,-2493304.6796,-4655215.1032,3565497.5918,True
JPRE00ZAF,JPRE,-25.732,28.283,1387.327,5064032.232,2724721.054,-2752950.721,True
KARR00AUS,KARR,-20.981,117.097,109.1,-2713833.2625,5303935.1096,-2269513.7461,True
KAT100AUS,KAT1,-14.376,132.153,184.3,-4147413.8169,4581462.5899,-1573359.0814,True
KELY00GRL,KELY,66.987,-50.945,230.0,1575558.808,-1941828.029,5848076.708,True
KERG00ATF,KERG,-49.351,70.256,73.009,1406337.0,3918161.0,-4816168.0,True
KGN000JPN,KGN0,35.707,139.489,128.5,-3942148.909,3368281.89,3701898.611,True
KGNI00JPN,KGNI,35.71,139.488,123.5,-3941949.165,3368156.343,3702214.825,True
KHAJ00RUS,KHAJ,48.521,135.046,130.6,-2995266.4,2990444.7,4755576.0,True
KHAR00UKR,KHAR,50.005,36.239,201.0,3312984.369,2428203.401,4863307.795,True
KIR000SWE,KIR0,67.878,21.06,498.0,2248123.504,865686.533,5886425.594,True
KIR800SWE,KIR8,67.878,21.06,498.0,2248127.371,865685.468,5886424.301,True
KIRI00KIR,KIRI,1.355,172.923,36.2,-6327822.269,785605.551,149769.724,True
KIRU00SWE,KIRU,67.857,20.968,390.9,2251420.999,862817.095,5885476.564,True
KIT300UZB,KIT3,39.135,66.885,622.6,1944944.8306,4556652.418,4004326.1235,True
KITG00UZB,KITG,39.133,66.887,620.631,1944879.726,4556783.77,4004205.937,True
KLSQ00GRL,KLSQ,66.996,-50.62,353.2,1586032.319,-1932258.392,5848546.971,True
KMNM00TWN,KMNM,24.464,118.389,49.1,-2761837.8555,5110347.1476,2625150.8677,True
KODK00USA,KODK,57.74,-152.5,37.93,-3027465.38,-1575906.21,5370078.0,True
KOKB00USA,KOKB,22.126,-159.665,1167.522,-5543838.3609,-2054586.6103,2387810.1225,True
KOKV00USA,KOKV,22.126,-159.665,1167.522,-5543838.3609,-2054586.6103,2387810.1225,True
KOS100NLD,KOS1,52.173,5.818,104.8,3899613.948,397361.592,5014738.666,True
KOSG00NLD,KOSG,52.178,5.81,97.9,3899225.273,396731.801,5015078.332,True
KOST00KAZ,KOST,53.225,63.608,159.265,1701038.957,3427939.4424,5085671.495,True
KOU100GUF,KOU1,5.252,-52.806,-25.745,3839590.282,-5059568.325,579957.894,True
KOUC00NCL,KOUC,-20.559,164.287,84.2,-5751222.662,1617967.645,-2225744.218,True
KOUG00GUF,KOUG,5.098,-52.64,107.248,3855263.0,-5049731.0,563040.0,True
KOUR00GUF,KOUR,5.252,-52.806,-25.57,3839591.447,-5059567.538,579956.867,True
KR0G00SWE,KR0G,67.877,21.06,498.05,2248123.41488115,865686.580214115,5886425.72295818,True
KRGG00ATF,KRGG,-49.352,70.256,72.967,1406336.2099,3918154.6213,-4816172.8453,True
KRS100TUR,KRS1,40.588,43.093,1811.7,3542999.668,3314720.171,4129002.589,True
KSMV00JPN,KSMV,35.955,140.658,57.9,-3997525.381,3276870.936,3724218.516,True
KSTU00RUS,KSTU,55.99,92.79,210.0,-174281.68,3571333.04,5264196.05,True
KSU100USA,KSU1,39.101,-96.609,325.591,-570504.689,-4923591.018,4001208.4839,True
KUJ200CAN,KUJ2,55.29,-77.735,8.6,773263.38,-3557025.2,5219841.77,True
KUNM00CHN,KUNM,25.03,102.797,1986.2,-1281255.52,5640746.09,2682880.08,True
KUUJ00CAN,KUUJ,55.278,-77.745,-0.5,772857.57,-3558198.7,5219095.88,True
KWJ100MHL,KWJ1,8.722,167.73,38.0,-6160880.8779,1339883.3948,960810.6383,True
KZN200RUS,KZN2,55.791,49.119,94.6,2352345.7,2717466.1,5251458.5,True
LAE100PNG,LAE1,-6.674,146.993,140.35,-5312857.053,3451108.016,-736322.743,True
LAMA00POL,LAMA,53.892,20.67,186.7,3524523.0,1329693.0,5129846.0,True
LAUT00FJI,LAUT,-17.609,177.447,89.7,-6075194.5,270924.0,-1917189.6,True
LBCH00USA,LBCH,33.788,-118.203,-27.58,-2507798.7984,-4676369.6918,3526890.8008,True
LCK200IND,LCK2,26.913,80.956,50.496,894638.955,5620570.209,2869603.578,True
LCK300IND,LCK3,26.912,80.956,64.165,894676.3053,5620593.4735,2869571.0496,True
LCK400IND,LCK4,26.912,80.956,64.2,894678.4718,5620595.0084,2869567.4303,True
LCKI00IND,LCKI,26.912,80.956,50.459,894647.551,5620574.904,2869591.701,True
LEEP00USA,LEEP,34.135,-118.322,485.052,-2507463.3769,-4652631.9932,3559086.80534,True
LEIJ00DEU,LEIJ,51.354,12.374,178.4,3898736.2,855345.5,4958372.6,True
LHAS00CHN,LHAS,29.657,91.104,3622.0,-106937.063,5549267.2,3139214.644,True
LHAZ00CHN,LHAZ,29.657,91.104,3622.0,-106943.5,5549296.14,3139212.6,True
LHUE00USA,LHUE,21.985,-159.339,46.0,-5536611.0,-2087778.0,2372845.0,True
LICC00GBR,LICC,51.5,-0.175,88.7,3978703.569,-12141.038,4968417.218,True
LIND00USA,LIND,47.0,-120.54,471.98,-2214365.82,-3753477.5,4642135.0,True
LLAG00ESP,LLAG,28.482,-16.321,622.82,5384906.53,-1576770.73,3023828.01,True
LMMF00MTQ,LMMF,14.595,-60.996,-27.0,2993387.952,-5399363.731,1596748.042,True
LONG00USA,LONG,34.112,-118.003,74.261,-2482077.7802,-4667438.8897,3556771.7302,True
LPAL00ESP,LPAL,28.764,-17.894,2207.0,5326648.0,-1719828.0,3052056.0,True
LPGS00ARG,LPGS,-34.907,-57.932,29.9,2780102.9896,-4437418.9149,-3629404.5253,True
LROC00FRA,LROC,46.159,-1.219,57.9,4424632.8,-94175.5,4577543.9,True
M0SE00ITA,M0SE,41.893,12.493,120.6,4642432.5,1028629.4,4236854.2,True
MAC100AUS,MAC1,-54.5,158.936,-6.8,-3464038.831,1334173.214,-5169223.926,True
MAD200ESP,MAD2,40.429,-4.25,829.5,4849202.3989,-360328.9943,4114913.1884,True
MADR00ESP,MADR,40.429,-4.25,829.5,4849202.394,-360328.9929,4114913.1862,True
MAG000RUS,MAG0,59.576,150.77,361.927,-2825810.152,1581233.0113,5477005.6213,True
MAJU00MHL,MAJU,7.119,171.365,33.9,-6257572.5057,950332.3662,785215.1556,True
MAL200KEN,MAL2,-2.996,40.194,-20.4,4865385.694,4110717.189,-331137.637,True
MALD00MDV,MALD,4.189,73.526,-92.0,1803858.0,6099998.0,462749.0,True
MALI00KEN,MALI,-2.996,40.194,22.72,4865366.806,4110737.596,-331121.78,True
MALL00ESP,MALL,39.553,2.625,62.0,4919369.645,225499.596,4039849.56,True
MANA00NIC,MANA,12.149,-86.249,71.0,407981.838,-6222925.713,1333528.967,True
MANZ00MEX,MANZ,19.064,-104.298,-14.0,-1489331.0,-5843668.0,2070028.0,True
MAR600SWE,MAR6,60.595,17.259,75.4,2998189.713,931451.589,5533398.473,True
MAR700SWE,MAR7,60.595,17.258,74.3,2998198.758,931449.71,5533392.638,True
MARS00FRA,MARS,43.279,5.354,61.7,4630532.8,433946.1,4350142.6,True
MAS100ESP,MAS1,27.764,-15.633,197.2,5439192.263,-1522055.61,2953454.72,True
MASP00ESP,MASP,27.764,-15.633,198.32,5439196.7929,-1522028.566,2953462.7784,True
MAT100ITA,MAT1,40.649,16.705,534.5,4641951.507,1393053.602,4133280.821,True
MATE00ITA,MATE,40.649,16.704,535.6,4641949.709,1393045.298,4133287.333,True
MATG00ITA,MATG,40.649,16.705,537.0,4641953.035,1393063.547,4133279.589,True
MATH00USA,MATH,33.86,-117.44,397.61,-2443215.38,-4706037.44,3533477.61,True
MAUI00USA,MAUI,20.707,-156.257,3062.0,-5466069.0,-2404328.0,2242127.0,True
MAW100ATA,MAW1,-67.605,62.871,59.2,1111287.138,2168911.297,-5874493.644,True
MAYG00MYT,MAYG,-12.782,45.258,-16.35,4379104.6069,4418744.4751,-1401897.9428,True
MBAR00UGA,MBAR,-0.601,30.738,1337.653,5482951.3876,3260442.6429,-66519.8489,True
MCHL00AUS,MCHL,-26.359,148.145,534.6,-4857858.9306,3018464.3696,-2814983.2242,True
MCIL00JPN,MCIL,24.29,153.979,35.66,-5227188.142,2551880.364,2607617.909,True
MCM400ATA,MCM4,-77.838,166.669,98.022,-1311703.172,310814.982,-6213255.16,True
MDO100USA,MDO1,30.681,-104.015,2004.5,-1329998.797,-5328393.357,3236504.141,True
MDVJ00RUS,MDVJ,56.021,37.215,257.4,2845456.3,2160954.3,5265993.4,True
MDVO00RUS,MDVO,56.027,37.224,254.8,2844672.27,2161070.08,5266363.81,True
MEDI00ITA,MEDI,44.52,11.647,50.0,4461400.894,919593.443,4449504.669,True
MELI00ESP,MELI,35.281,-2.952,93.5,5205630.0,-268410.0,3663434.0,True
MERS00TUR,MERS,36.566,34.256,38.5,4239149.446,2886967.945,3778877.023,True
MET300FIN,MET3,60.217,24.395,79.2,2892583.975,1311799.563,5512619.854,True
METG00FIN,METG,60.242,24.384,59.7,2890652.524,1310295.517,5513958.853,True
METS00FIN,METS,60.217,24.395,94.6,2892570.999,1311843.28,5512634.011,True
METZ00FIN,METZ,60.217,24.395,94.5,2892570.935,1311843.339,5512634.049,True
MFKG00ZAF,MFKG,-25.805,25.54,1310.9,5185375.39,2477739.181,-2760201.1271,True
MGUE00ARG,MGUE,-35.777,-69.398,1554.15,1823327.909,-4850352.447,-3709085.536,True
MIKL00UKR,MIKL,46.973,31.973,94.7,3698554.628,2308675.267,4639770.434,True
MIZU00JPN,MIZU,39.135,141.133,117.0,-3857167.6484,3108694.9138,4004041.6876,True
MKEA00USA,MKEA,19.801,-155.456,3754.7,-5464105.317,-2495165.842,2148291.476,True
MOBJ00RUS,MOBJ,55.115,36.57,182.608,2936424.674,2178374.012,5208858.3846,True
MOBK00RUS,MOBK,55.115,36.57,182.608,2936424.674,2178374.012,5208858.3846,True
MOBN00RUS,MOBN,55.115,36.57,182.634,2936432.14,2178364.5,5208858.18,True
MOBS00AUS,MOBS,-37.829,144.975,40.6,-4130636.754,2894953.14,-3890530.236,True
MOIN00CRI,MOIN,9.987,-83.094,30.03,755370.463,-6236570.6665,1098853.348,True
MOIU00KEN,MOIU,0.288,35.29,2201.532,5207811.3703,3685972.9487,31891.7647,True
MONP00USA,MONP,32.89,-116.42,1842.55,-2386247.3,-4802359.2,3444902.34,True
MORP00GBR,MORP,55.213,-1.685,144.5,3645667.9,-107277.3,5215053.5,True
MQZG00NZL,MQZG,-43.703,172.655,154.68,-4580569.543,590465.441,-4384380.166,True
MR6G00SWE,MR6G,60.595,17.259,75.44,2998189.6193977,931451.638650432,5533398.5922612,True
MRC100USA,MRC1,38.499,282.629,27.2,1092811.8197,-4877221.9707,3948968.109,True
MRL100NZL,MRL1,-41.576,173.741,147.2,-4749991.001,520984.518,-4210604.147,True
MRL200NZL,MRL2,-41.576,173.741,147.2,-4749991.001,520984.518,-4210604.147,True
MRO100AUS,MRO1,-26.697,116.637,354.1,-2556630.049,5097138.2888,-2848384.7854,True
MSGR00BRA,MSGR,-20.445,-54.723,532.6,3453185.8,-4881336.1,-2214148.6,True
MSKU00GAB,MSKU,-1.631,13.552,387.0,6198434.8728,1494063.6145,-180355.8994,True
MSSA00JPN,MSSA,36.14,138.352,1626.576,-3854396.7261,3427835.9923,3741739.5228,True
MTBG00AUT,MTBG,47.738,16.404,294.0,4122590.8,1213676.7,4697542.0,True
MTKA00JPN,MTKA,35.68,139.561,109.0,-3947762.7496,3364399.8789,3699428.5111,True
MTV100URY,MTV1,-34.914,-56.176,40.7,2914536.977,-4349790.287,-3630033.464,True
MTV200URY,MTV2,-34.914,-56.176,40.7,2914536.977,-4349790.287,-3630033.464,True
NABG00NOR,NABG,78.943,11.857,42.9,1201009.37,252158.016,6238022.126,True
NAIN00CAN,NAIN,56.537,-61.689,33.48,1671837.36,-3103474.6,5297671.08,True
NAMA00SAU,NAMA,19.211,42.045,2703.221,4476295.2135,4036794.57,2086353.0507,True
NANO00CAN,NANO,49.295,-124.086,6.0,-2335726.73,-3451608.329,4812009.971,True
NAUR00NRU,NAUR,-0.552,166.926,46.3,-6212555.1726,1442786.6229,-61006.7968,True
NAUS00BRA,NAUS,-3.023,-60.055,93.8,3179409.3,-5519130.6,-334110.1,True
NCKU00TWN,NCKU,22.997,120.223,98.217,-2956913.107,5075881.93,2476417.112,True
NICO00CYP,NICO,35.141,33.396,190.1,4359415.4,2874117.3,3650778.1,True
NIST00USA,NIST,39.995,-105.263,1648.353,-1288398.567,-4721696.932,4078625.35,True
NISU00USA,NISU,39.995,-105.262,1653.9,-1288363.592,-4721684.338,4078659.412,True
NIUM00NIU,NIUM,-19.077,-169.927,90.1,-5937159.6673,-1054675.7248,-2071390.5806,True
NKAY00LAO,NKAY,17.719,105.153,521.6,-1588774.773,5866612.117,1928955.014,True
NKLG00GAB,NKLG,0.354,9.672,31.496,6287385.7333,1071574.6758,39132.0395,True
NLIB00USA,NLIB,41.772,-91.575,207.065,-130934.4493,-4762291.7386,4226854.6638,True
NNOR00AUS,NNOR,-31.049,116.193,234.984,-2414151.326,4907778.436,-3270645.333,True
NOT100ITA,NOT1,36.876,14.99,126.2,4934528.669,1321262.251,3806479.508,True
NOTO00ITA,NOTO,36.876,14.99,126.2,4934528.669,1321262.251,3806479.508,True
NOUM00FRA,NOUM,-22.27,166.41,83.079,-5739971.533,1387563.675,-2402123.573,True
NOVJ00RUS,NOVJ,55.047,82.909,142.4,452288.5,3635913.5,5203398.9,True
NOVM00RUS,NOVM,55.031,82.909,149.98,452261.2,3635877.47,5203453.26,True
NPLD00GBR,NPLD,51.421,-0.34,72.7,3985500.414,-23625.4933,4962941.695,True
NRC100CAN,NRC1,45.454,-75.624,82.5,1112777.33,-4341475.83,4522955.78,True
NRC200CAN,NRC2,45.454,-75.624,82.48,1112777.33,-4341475.83,4522955.78,True
NRIL00RUS,NRIL,69.362,88.36,47.894,64537.2912,2253782.8543,5946363.4808,True
NRL100USA,NRL1,38.821,-77.024,-26.01,1117249.15762,-4848758.67469,3976821.16656,True
NRMD00NCL,NRMD,-22.228,166.485,160.4,-5743537.658,1380504.26,-2397897.027,True
NRMG00NCL,NRMG,-22.228,166.485,160.364,-5743537.971,1380504.0131,-2397896.3726,True
NSSP00ARM,NSSP,40.226,44.503,1194.755,3478646.5381,3418805.8864,4097987.2864,True
NTUS00SGP,NTUS,1.346,103.68,79.0,-1508022.0,6195580.0,148800.0,True
NURK00RWA,NURK,-1.945,30.09,1485.3,5516756.632,3196624.8504,-215027.2589,True
NVSK00RUS,NVSK,54.841,83.236,123.643,433604.1534,3655557.747,5191288.0377,True
NYA100NOR,NYA1,78.93,11.865,83.7,1202434.0,252632.0,6237772.0,True
NYA200NOR,NYA2,78.93,11.859,81.5,1202379.31,252474.6543,6237786.5417,True
NYAL00NOR,NYAL,78.93,11.865,79.0,1202431.0,252627.0,6237768.0,True
OAFA00ARG,OAFA,-31.509,-68.623,727.3,1984093.3,-5068867.9,-3314488.0,True
OAK100GBR,OAK1,51.118,-0.905,139.6,4011440.89,-63375.739,4941877.084,True
OAK200GBR,OAK2,51.118,-0.905,139.6,4011440.89,-63375.739,4941877.084,True
OAT200USA,OAT2,34.33,-118.611,1113.31,-2524553.76,-4630094.18,3577352.18,True
OATT00USA,OATT,34.33,-118.601,1109.8,-2524533.5752,-4630088.6745,3577368.4087,True
OBE200DEU,OBE2,48.1,11.311,651.0,4186575.0,835012.0,4723760.0,True
OBE400DEU,OBE4,48.085,11.278,650.6,4186704.43,834903.583,4723664.857,True
OBER00DEU,OBER,48.086,11.28,651.0,4186575.42,835012.38,4723760.22,True
OBET00DEU,OBET,48.084,11.278,638.0,4186739.694,834887.973,4723619.668,True
OHI200ATA,OHI2,-63.321,-57.901,33.1,1525811.8,-2432479.1,-5676166.0,True
OHI300ATA,OHI3,-63.321,-57.901,32.15,1525808.9,-2432478.5,-5676166.0,True
OHIG00ATA,OHIG,-63.321,-57.9,30.62,1525872.392,-2432481.273,-5676146.066,True
OHIZ00ATA,OHIZ,-63.321,-57.9,30.6,1525872.392,-2432481.273,-5676146.066,True
ONS100SWE,ONS1,57.395,11.925,44.4,3370667.198,711818.723,5349787.879,True
ONSA00SWE,ONSA,57.395,11.926,45.5,3370658.832,711876.939,5349786.745,True
OP7100FRA,OP71,48.836,2.335,124.553,4202779.735,171370.766,4778660.65,True
OPMT00FRA,OPMT,48.836,2.335,124.2,4202777.3831,171367.9881,4778660.1844,True
ORID00MKD,ORID,41.127,20.794,773.0,4498451.81,1708266.83,4173591.78,True
OS0G00SWE,OS0G,57.395,11.926,46.5,3370658.8318,711876.9387,5349786.745,True
OSJE00HRV,OSJE,45.561,18.68,153.9,4237753.36,1432791.55,4531310.18,True
OSN100KOR,OSN1,37.078,127.024,48.9,-3067861.732,4067639.179,3824294.063,True
OSN200KOR,OSN2,37.078,127.024,48.9,-3067861.732,4067639.179,3824294.063,True
OSN300KOR,OSN3,37.083,127.034,64.4,-3068340.81,4066863.981,3824757.006,True
OSN400KOR,OSN4,37.083,127.034,64.4,-3068340.81,4066863.981,3824757.006,True
OUS200NZL,OUS2,-45.869,170.511,26.1,-4387890.8367,733420.3903,-4555176.3706,True
OWMG00NZL,OWMG,-44.024,-176.369,21.603,-4584394.1059,-290931.9957,-4410048.0233,True
OWNG00NZL,OWNG,-44.025,-176.368,23.707,-4584344.6155,-290965.077,-4410099.9897,True
P04300USA,P043,43.881,-104.186,1490.933,-1128701.5937,-4465270.5852,4399615.9675,True
P05100USA,P051,45.807,-108.546,1081.098,-1416838.9163,-4223178.9758,4551064.1022,True
P05300USA,P053,48.726,-107.725,814.988,-1283559.1005,-4015770.3241,4771131.6324,True
P38900USA,P389,43.812,-120.603,1397.891,-2347407.3618,-3968720.2532,4394008.5091,True
P77900USA,P779,35.202,-82.872,880.087,647472.8123,-5177938.9848,3656703.6083,True
P80200USA,P802,46.558,-100.623,573.1,-810033.1477,-4318611.4126,4608498.8926,True
PADO00ITA,PADO,45.411,11.896,64.7,4388882.41,924567.03,4519588.45,True
PALM00ATA,PALM,-64.775,-64.051,31.239,1192671.992,-2450887.706,-5747096.184,True
PALV00ATA,PALV,-64.775,-64.051,31.239,1192671.992,-2450887.706,-5747096.184,True
PAMA00PYF,PAMA,-17.567,-149.574,367.21,-5245215.2493,-3080494.9886,-1912831.8399,True
PARC00CHL,PARC,-53.137,-70.88,22.3,1255992.5,-3622975.2,-5079719.2,True
PARK00AUS,PARK,-32.999,148.265,397.4,-4554255.2298,2816652.4564,-3454059.7149,True
PBR200IND,PBR2,11.638,92.712,-22.434,-295647.568,6240844.852,1278180.667,True
PBR400IND,PBR4,11.637,92.712,-14.6,-295668.617,6240862.9057,1278143.3359,True
PBRI00IND,PBRI,11.638,92.712,-22.554,-295635.699,6240845.879,1278177.797,True
PDEL00PRT,PDEL,37.748,-25.663,110.8,4551596.139,-2186893.415,3883410.679,True
PEN200HUN,PEN2,47.79,19.282,294.0,4052438.0,1417688.0,4701418.0,True
PENC00HUN,PENC,47.79,19.282,291.7,4052449.8,1417680.8,4701406.9,True
PERT00AUS,PERT,-31.802,115.885,12.7,-2368688.0359,4881316.6955,-3341794.9735,True
PETP00RUS,PETP,53.067,158.607,211.034,-3576239.7671,1401003.4812,5075177.448,True
PETR00RUS,PETR,53.067,158.607,211.03,-3576236.0296,1401010.713,5075179.0183,True
PETS00RUS,PETS,53.023,158.65,102.2,-3580828.5,1399698.1,5072185.2,True
PGEN00PHL,PGEN,6.065,125.132,121.086,-3650007.45,5187339.681,669409.364,True
PICL00CAN,PICL,51.48,-90.162,315.1,-11253.04,-3980586.68,4967210.25,True
PIE100USA,PIE1,34.302,-108.119,2347.711,-1640916.928,-5014781.187,3575447.077,True
PIMO00PHL,PIMO,14.636,121.078,95.532,-3186293.8,5286624.28,1601158.31,True
PIN100USA,PIN1,33.61,-116.46,1256.17,-2369510.78,-4761206.89,3511396.27,True
PIN200USA,PIN2,33.612,-116.458,1258.4,-2369466.385,-4761231.774,3511396.569,True
PNGM00PNG,PNGM,-2.043,147.366,116.3,-5367943.2,3437431.2,-225886.0,True
POAL00BRA,POAL,-30.074,-51.12,76.75,3467519.4,-4300378.53,-3177517.73,True
POHN00FSM,POHN,6.96,158.21,90.7,-5879158.7411,2350291.7598,767748.1911,True
POL200KGZ,POL2,42.68,74.694,1714.2,1239971.4511,4530790.0876,4302578.795,True
POLV00UKR,POLV,49.603,34.543,178.1,3411557.338,2348463.835,4834396.643,True
POTS00DEU,POTS,52.379,13.066,144.4,3800689.6341,882077.3857,5028791.3179,True
POVE00BRA,POVE,-8.709,-63.896,119.6,2774265.608,-5662060.1407,-959415.8531,True
PPPC00PHL,PPPC,9.773,118.74,66.528,-3022676.63,5511839.312,1075517.497,True
PRDS00CAN,PRDS,50.871,-114.294,1247.9,-1659602.83,-3676725.75,4925493.59,True
PRE100ZAF,PRE1,-25.746,28.224,1416.4,5066232.133,2719226.969,-2754392.735,True
PRE200ZAF,PRE2,-25.746,28.224,1416.4,5066232.133,2719226.969,-2754392.735,True
PRE300ZAF,PRE3,-25.746,28.224,1413.8,5066223.489,2719222.966,-2754406.543,True
PRE400ZAF,PRE4,-25.746,28.224,1413.8,5066223.489,2719222.966,-2754406.543,True
PTAG00PHL,PTAG,14.535,121.041,86.65,-3184318.607,5291065.565,1590418.272,True
PTBB00DEU,PTBB,52.296,10.46,130.2,3844060.11,709661.2,5023129.46,True
PTGG00PHL,PTGG,14.535,121.041,84.9,-3184364.705,5291037.104,1590413.539,True
PTVL00VUT,PTVL,-17.749,168.315,86.4,-5950573.262,1230677.252,-1932016.954,True
PVEP00USA,PVEP,33.74,-118.411,70.1,-2525523.2,-4670030.66,3522843.13,True
QAQ100GRL,QAQ1,60.715,-46.048,110.4,2170942.18,-2251829.95,5539988.29,True
QIKI00CAN,QIKI,67.559,-64.034,13.3,1069081.29,-2195214.2,5872519.02,True
QUI100ECU,QUI1,-0.215,-78.494,2922.6,1272867.31,-6252772.219,-23801.818,True
QUI200ECU,QUI2,-0.215,-78.494,2922.6,1272867.31,-6252772.219,-23801.818,True
QUI300ECU,QUI3,-0.14,-78.467,2927.5,1275746.601,-6252216.81,-15440.994,True
QUI400ECU,QUI4,-0.14,-78.467,2927.5,1275746.601,-6252216.81,-15440.994,True
QUIN00USA,QUIN,39.975,-120.944,1105.765,-2517231.209,-4198595.058,4076531.208,True
RABT00MAR,RABT,33.998,-6.854,90.1,5255617.68,-631745.622,3546322.61,True
RAEG00PRT,RAEG,36.986,-25.126,297.9,4618477.733,-2166047.526,3816304.845,True
RAMO00ISR,RAMO,30.598,34.763,893.1,4514719.1,3133506.0,3228042.6,True
RBAY00ZAF,RBAY,-28.796,32.078,31.8,4739765.8116,2970758.3766,-3054077.6457,True
RCM600USA,RCM6,25.614,-80.384,-15.56,961334.78,-5674074.21,2740535.17,True
RCMN00KEN,RCMN,-1.221,36.894,1607.54,5101067.6,3829081.6,-135016.5,True
RDSD00DOM,RDSD,18.461,-69.911,-9.209,2078681.178,-5683736.413,2006886.9092,True
RECF00BRA,RECF,-8.051,-34.952,20.2,5176588.61,-3618162.16,-887363.77,True
REDU00BEL,REDU,50.002,5.145,369.9,4091423.462,368380.429,4863179.703,True
RESO00CAN,RESO,74.691,-94.893,34.9,-144097.43,-1683123.97,6129777.88,True
REUN00REU,REUN,-21.208,55.572,1558.4,3364099.2,4907944.5,-2293466.9,True
REYK00ISL,REYK,64.139,-21.955,93.0,2587383.9,-1043033.6,5716564.2,True
REYZ00ISL,REYZ,64.139,-21.955,93.0,2587384.533,-1043033.497,5716564.008,True
RGDG00ARG,RGDG,-53.786,-67.752,32.364,1429870.3961,-3495334.7685,-5122723.0071,True
RIGA00LVA,RIGA,56.949,24.059,34.7,3183899.344,1421478.378,5322810.736,True
RIO100ESP,RIO1,42.464,-2.426,450.4,4708447.196,-199490.814,4284089.342,True
RIO200ARG,RIO2,-53.785,-67.751,32.0,1429907.7834,-3495354.8119,-5122698.6553,True
RIOG00ARG,RIOG,-53.785,-67.751,32.0,1429907.7834,-3495354.8119,-5122698.6553,True
RIOP00ECU,RIOP,-1.651,-78.651,2793.0,1255140.9798,-6253585.5781,-182569.6128,True
ROAG00ESP,ROAG,36.463,-6.206,83.2,5105577.352,-555208.925,3769714.099,True
ROAP00ESP,ROAP,36.464,-6.206,73.7,5105509.755,-555200.625,3769790.256,True
ROCH00USA,ROCH,33.61,-116.61,1393.75,-2382183.46,-4755084.96,3511367.8,True
ROCK00USA,ROCK,34.236,-118.676,553.39,-2533220.219,-4631543.3986,3568400.542,True
ROTH00ATA,ROTH,-67.571,-68.126,39.793,909246.711,-2264763.494,-5873056.98,True
SABY00BES,SABY,17.646,-63.221,-3.7,2739342.756,-5427818.269,1921067.968,True
SACH00CAN,SACH,71.99,-125.25,69.256,-1141586.49,-1615315.92,6043418.46,True
SALU00BRA,SALU,-2.593,-44.212,18.9,4566947.87,-4443098.5,-286674.66,True
SAMO00WSM,SAMO,-13.849,-171.738,76.9,-6129702.2557,-890029.4165,-1516807.4422,True
SANT00CHL,SANT,-33.15,-70.669,723.075,1769693.588,-5044574.184,-3468320.907,True
SASK00CAN,SASK,52.196,-106.398,580.0,-1106129.71,-3758704.03,5016675.77,True
SASS00DEU,SASS,54.514,13.643,69.0,3606146.38,875303.14,5170194.74,True
SAVO00BRA,SAVO,-12.939,-38.432,76.3,4870283.7503,-3864605.3094,-1418872.4823,True
SBOK00ZAF,SBOK,-29.669,17.879,1043.1,5279492.0167,1703114.2749,-3139092.9922,True
SCH200CAN,SCH2,54.832,-66.833,498.2,1448636.93,-3385243.67,5191046.95,True
SCIP00USA,SCIP,32.91,-118.49,452.87,-2556587.44,-4711014.03,3446241.4,True
SCOR00GRL,SCOR,70.485,-21.95,128.5,1982096.1,-798821.025,5989464.5,True
SCRZ00BOL,SCRZ,-17.797,-63.16,442.2,2743005.924,-5420745.291,-1937117.112,True
SCTB00ATA,SCTB,-77.849,166.758,-18.9,-1311028.8,308512.8,-6213390.9,True
SCUB00CUB,SCUB,20.012,-75.762,21.9,1474538.1759,-5811243.3797,2168958.8133,True
SEJN00KOR,SEJN,36.522,127.303,181.2,-3110081.801,4082093.983,3775023.519,True
SELE00KAZ,SELE,43.179,77.017,1340.0,1046790.8,4540257.06,4342920.75,True
SEME00KAZ,SEME,50.433,80.266,180.21,688306.417,4012382.787,4893725.828,True
SEUS00BES,SEUS,17.495,-62.983,-6.2,2764145.995,-5420873.44,1905182.035,True
SEY100SYC,SEY1,-4.674,55.479,537.912,3602870.9328,5238175.078,-516275.4452,True
SEY200SYC,SEY2,-4.674,55.479,538.816,3602867.3394,5238179.3811,-516268.0725,True
SEYG00SYC,SEYG,-4.679,55.531,-37.085,3597836.0,5240884.0,-516781.0,True
SFDM00USA,SFDM,34.46,-118.755,291.52,-2532676.4067,-4615598.8587,3588781.3303,True
SFER00ESP,SFER,36.464,-6.206,84.1,5105519.055,-555146.005,3769803.246,True
SGOC00LKA,SGOC,6.892,79.874,-78.5,1113280.0609,6233644.2886,760276.9549,True
SGPO00USA,SGPO,36.604,-97.485,290.2,-667801.1647,-5082858.388,3782394.883,True
SHAO00CHN,SHAO,31.1,121.2,22.09,-2831733.583,4675665.958,3275369.41,True
